ENCFF002DPA ENCSR998AJK 1 ENCFF002EFX b4770ffe49382961d13fc002c7bb7f85 https://www.encodeproject.org/files/ENCFF002DPA/@@download/ENCFF002DPA.fastq.gz /files/ENCFF002EFF/
ENCFF002DPF ENCSR998AJK 2 ENCFF002EFZ 792c3680f9eb5e479c1987927e65f22e https://www.encodeproject.org/files/ENCFF002DPF/@@download/ENCFF002DPF.fastq.gz /files/ENCFF002EFA/
ENCFF002EFX ENCSR998AJK 1 ENCFF002DPA e7a35dff04c18e373eaef6e90d73d8db https://www.encodeproject.org/files/ENCFF002EFX/@@download/ENCFF002EFX.fastq.gz /files/ENCFF002EFH/
ENCFF002EFZ ENCSR998AJK 2 ENCFF002DPF 445cc7cbda8e80e9bbe5bfaeca1f709b https://www.encodeproject.org/files/ENCFF002EFZ/@@download/ENCFF002EFZ.fastq.gz /files/ENCFF002EFD/
ENCFF002DPB ENCSR494TDU 1 ENCFF002DUE 2d32499003243f4f1d4640252295c05e https://www.encodeproject.org/files/ENCFF002DPB/@@download/ENCFF002DPB.fastq.gz /files/ENCFF002EFF/
ENCFF002DPD ENCSR494TDU 2 ENCFF002EGB 3ea062eaccc7dd99e36ef3c38699d8a2 https://www.encodeproject.org/files/ENCFF002DPD/@@download/ENCFF002DPD.fastq.gz /files/ENCFF002EFA/
ENCFF002DUE ENCSR494TDU 1 ENCFF002DPB 97f8017d95026b3e924331791c468f2f https://www.encodeproject.org/files/ENCFF002DUE/@@download/ENCFF002DUE.fastq.gz /files/ENCFF002EFH/
ENCFF002EGB ENCSR494TDU 2 ENCFF002DPD ff3a614ac05fb9c01842ebdcd19e1731 https://www.encodeproject.org/files/ENCFF002EGB/@@download/ENCFF002EGB.fastq.gz /files/ENCFF002EFD/
